case,prediction
4129,9.69E-01
4130,5.11E-01
4131,9.96E-01
4132,9.98E-01
4133,8.74E-01
4134,4.64E-04
4135,8.63E-02
4136,9.97E-01
4137,2.70E-03
4138,1.50E-01
4139,3.61E-02
4140,9.71E-01
4141,9.93E-01
4142,1.09E-01
4143,8.87E-01
4144,9.61E-01
4145,2.18E-01
4146,9.99E-01
4147,9.96E-01
4148,9.99E-01
4149,9.58E-01
4150,4.53E-02
4151,9.21E-01
4152,2.98E-01
4153,5.47E-01
4154,2.21E-02
4155,6.57E-01
4156,9.99E-01
4157,9.73E-01
4158,5.52E-01
4159,9.90E-01
4160,2.70E-01
4161,9.88E-01
4162,5.04E-01
4163,2.68E-03
4164,9.97E-01
4165,9.93E-01
4166,9.95E-01
4167,3.90E-01
4168,4.27E-03
4169,6.82E-01
4170,2.90E-03
4171,9.76E-01
4172,9.82E-01
4173,9.99E-01
4174,9.06E-02
4175,9.99E-01
4176,9.15E-01
4177,3.61E-02
4178,3.61E-03
4179,9.80E-01
4180,9.98E-01
4181,8.64E-01
4182,9.77E-01
4183,2.25E-01
4184,9.46E-01
4185,9.99E-01
4186,5.05E-02
4187,9.68E-01
4188,9.99E-01
4189,9.94E-01
4190,9.90E-01
4191,2.88E-02
4192,1.18E-01
4193,9.31E-01
4194,9.98E-01
4195,9.92E-01
4196,2.28E-01
4197,9.90E-01
4198,9.47E-01
4199,9.95E-01
4200,9.19E-01
4201,9.53E-01
4202,9.95E-01
4203,3.97E-02
4204,8.01E-03
4205,3.19E-02
4206,2.07E-02
4207,8.39E-01
4208,9.97E-01
4209,9.09E-01
4210,9.74E-01
4211,1.37E-01
4212,1.17E-02
4213,9.85E-01
4214,9.95E-01
4215,9.87E-01
4216,3.35E-01
4217,9.96E-01
4218,4.36E-01
4219,9.99E-01
4220,9.20E-01
4221,1.02E-01
4222,9.05E-03
4223,9.97E-01
4224,3.09E-01
4225,9.79E-01
4226,9.96E-01
4227,9.98E-01
4228,9.97E-01
4229,9.95E-01
4230,6.41E-01
4231,7.94E-01
4232,3.77E-03
4233,4.47E-01
4234,9.92E-01
4235,9.97E-01
4236,9.42E-01
4237,9.90E-01
4238,9.93E-01
4239,9.97E-01
4240,8.78E-01
4241,9.86E-01
4242,6.86E-01
4243,8.40E-01
4244,2.73E-01
4245,3.20E-01
4246,9.99E-01
4247,9.61E-01
4248,9.89E-01
4249,9.96E-01
4250,9.88E-01
4251,9.75E-01
4252,9.53E-01
4253,1.51E-01
4254,9.99E-01
4255,4.51E-02
4256,9.87E-01
4257,9.98E-01
4258,3.37E-02
4259,5.78E-01
4260,9.88E-01
4261,9.42E-01
4262,9.97E-01
4263,9.99E-01
4264,9.57E-01
4265,3.99E-03
4266,9.88E-01
4267,2.95E-01
4268,6.68E-01
4269,3.24E-01
4270,6.73E-01
4271,9.90E-01
4272,5.11E-01
4273,8.33E-02
4274,2.27E-01
4275,9.88E-03
4276,5.31E-03
4277,9.99E-01
4278,9.97E-01
4279,9.92E-01
4280,9.49E-01
4281,9.96E-01
4282,9.96E-01
4283,9.12E-01
4284,9.70E-01
4285,8.92E-01
4286,2.79E-01
4287,8.76E-01
4288,9.84E-01
4289,5.44E-02
4290,8.48E-01
4291,9.91E-01
4292,7.52E-01
4293,3.32E-01
4294,1.46E-01
4295,9.93E-01
4296,9.08E-01
4297,9.97E-01
4298,3.88E-01
4299,9.97E-01
4300,9.99E-01
4301,9.96E-01
4302,9.95E-01
4303,9.80E-01
4304,7.17E-01
4305,2.56E-01
4306,1.30E-02
4307,6.74E-01
4308,9.83E-01
4309,2.24E-02
4310,1.00E+00
4311,9.53E-01
4312,7.94E-01
4313,9.12E-01
4314,9.41E-01
4315,9.11E-01
4316,8.51E-01
4317,9.66E-01
4318,9.95E-01
4319,1.42E-01
4320,9.99E-01
4321,9.63E-01
4322,9.84E-01
4323,9.97E-01
4324,9.96E-01
4325,1.00E+00
4326,7.38E-01
4327,9.57E-01
4328,9.06E-01
4329,9.92E-01
4330,1.41E-02
4331,9.47E-01
4332,9.98E-01
4333,8.62E-01
4334,9.99E-01
4335,2.01E-01
4336,9.91E-01
4337,9.97E-01
4338,9.46E-01
4339,3.06E-02
4340,7.29E-01
4341,1.97E-01
4342,2.33E-02
4343,9.90E-01
4344,9.87E-01
4345,7.86E-01
4346,9.97E-01
4347,3.68E-01
4348,9.53E-01
4349,6.84E-01
4350,8.88E-01
4351,5.61E-02
4352,4.57E-01
4353,5.20E-03
4354,6.88E-03
4355,9.98E-01
4356,9.99E-01
4357,8.78E-03
4358,5.07E-02
4359,4.16E-01
4360,9.91E-01
4361,9.94E-01
4362,9.94E-01
4363,9.77E-01
4364,3.73E-01
4365,9.97E-01
4366,9.03E-01
4367,9.96E-01
4368,9.94E-01
4369,8.46E-01
4370,6.69E-01
4371,2.09E-01
4372,9.29E-01
4373,7.65E-01
4374,9.33E-01
4375,6.82E-01
4376,9.82E-01
4377,8.77E-01
4378,9.22E-01
4379,1.61E-01
4380,9.72E-01
4381,9.94E-01
4382,6.73E-01
4383,2.46E-01
4384,5.66E-01
4385,9.98E-01
4386,3.44E-01
4387,9.98E-01
4388,2.57E-02
4389,9.99E-01
4390,9.99E-01
4391,3.24E-02
4392,9.99E-01
4393,2.37E-02
4394,9.97E-01
4395,5.98E-02
4396,9.92E-01
4397,5.40E-02
4398,9.88E-01
4399,9.89E-01
4400,9.97E-01
4401,8.01E-01
4402,9.28E-01
4403,5.39E-02
4404,9.98E-01
4405,9.97E-01
4406,1.00E+00
4407,1.47E-01
4408,9.93E-01
4409,5.91E-01
4410,9.93E-01
4411,9.98E-01
4412,9.97E-01
4413,9.93E-01
4414,9.97E-01
4415,9.93E-01
4416,9.71E-01
4417,1.55E-03
4418,9.98E-01
4419,9.53E-01
4420,4.89E-01
4421,2.74E-01
4422,7.48E-03
4423,9.71E-01
4424,9.97E-01
4425,3.65E-01
4426,9.66E-01
4427,9.75E-01
4428,8.70E-01
4429,1.35E-01
4430,6.03E-01
4431,9.95E-01
4432,1.04E-01
4433,9.88E-01
4434,9.93E-01
4435,7.43E-01
4436,7.39E-01
4437,4.89E-02
4438,3.57E-01
4439,8.00E-02
4440,4.23E-03
4441,9.96E-01
4442,1.00E+00
4443,9.77E-01
4444,3.18E-01
4445,2.83E-01
4446,5.95E-03
4447,9.15E-01
4448,9.90E-01
4449,9.73E-01
4450,9.94E-01
4451,9.54E-01
4452,2.07E-03
4453,9.97E-01
4454,9.97E-01
4455,9.99E-01
4456,9.88E-01
4457,4.45E-02
4458,1.55E-03
4459,9.79E-01
4460,9.67E-01
4461,1.94E-03
4462,4.26E-01
4463,9.79E-01
4464,9.95E-01
4465,6.11E-03
4466,1.36E-02
4467,1.11E-03
4468,9.98E-01
4469,3.82E-01
4470,1.14E-02
4471,1.80E-02
4472,1.09E-01
4473,7.99E-01
4474,1.65E-03
4475,1.29E-02
4476,9.46E-01
4477,9.95E-01
4478,9.47E-01
4479,9.08E-03
4480,1.62E-01
4481,8.34E-01
4482,9.40E-01
4483,2.48E-03
4484,6.94E-01
4485,2.22E-04
4486,1.40E-01
4487,3.32E-03
4488,7.62E-03
4489,1.40E-02
4490,3.59E-03
4491,1.64E-03
4492,9.47E-03
4493,2.75E-03
4494,2.43E-02
4495,1.99E-02
4496,7.99E-03
4497,1.06E-03
4498,2.73E-03
4499,2.72E-03
4500,5.08E-03
4501,7.24E-03
4502,1.57E-03
4503,8.78E-04
4504,2.05E-03
4505,3.37E-02
4506,3.07E-02
4507,1.77E-03
4508,2.42E-02
4509,6.36E-03
4510,2.69E-02
4511,1.38E-03
4512,1.82E-03
4513,6.48E-03
4514,1.03E-02
4515,6.29E-03
4516,3.80E-03
4517,2.62E-02
4518,1.41E-02
4519,4.58E-01
4520,1.47E-03
4521,7.76E-02
4522,7.55E-03
4523,8.49E-04
4524,4.14E-02
4525,3.12E-01
4526,2.09E-02
4527,1.58E-02
4528,2.59E-03
4529,3.09E-03
4530,7.25E-03
4531,8.79E-01
4532,4.58E-02
4533,4.91E-02
4534,1.30E-03
4535,7.19E-03
4536,1.20E-03
4537,2.17E-03
4538,3.35E-02
4539,2.04E-03
4540,1.56E-03
4541,2.03E-03
4542,1.72E-03
4543,2.69E-03
4544,6.93E-02
4545,8.77E-03
4546,1.32E-02
4547,3.45E-02
4548,6.17E-03
4549,1.42E-02
4550,5.36E-02
4551,1.13E-02
4552,1.18E-03
4553,2.29E-02
4554,2.03E-01
4555,1.55E-02
4556,1.50E-03
4557,1.34E-02
4558,6.70E-02
4559,2.66E-02
4560,2.37E-02
4561,7.07E-03
4562,5.98E-02
4563,1.34E-03
4564,9.75E-03
4565,2.12E-02
4566,3.10E-02
4567,3.21E-03
4568,1.16E-02
4569,1.55E-03
4570,3.81E-03
4571,9.74E-03
4572,8.49E-03
4573,5.84E-03
4574,2.26E-03
4575,6.60E-04
4576,1.65E-02
4577,5.99E-03
4578,7.40E-03
4579,3.39E-03
4580,9.93E-03
4581,2.90E-03
4582,4.16E-02
4583,2.78E-03
4584,3.67E-03
4585,7.82E-03
4586,9.55E-03
4587,4.18E-03
4588,1.11E-03
4589,1.59E-03
4590,4.46E-02
4591,1.83E-03
4592,1.09E-02
4593,5.49E-03
4594,7.76E-04
4595,1.00E-02
4596,1.53E-02
4597,4.61E-04
4598,1.73E-03
4599,2.06E-02
4600,1.44E-03
4601,3.29E-02
4602,1.83E-02
4603,3.60E-03
4604,1.41E-03
4605,2.57E-03
4606,5.59E-03
4607,1.06E-02
4608,1.38E-02
4609,8.93E-03
4610,1.51E-02
4611,4.36E-04
4612,3.70E-03
4613,3.63E-04
4614,1.33E-01
4615,1.26E-01
4616,7.55E-03
4617,8.24E-03
4618,9.66E-01
4619,3.18E-02
4620,8.70E-03
4621,9.69E-03
4622,5.03E-02
4623,2.69E-03
4624,2.20E-03
4625,1.33E-02
4626,7.73E-02
4627,6.60E-03
4628,1.16E-02
4629,6.44E-03
4630,2.58E-03
4631,1.81E-03
4632,1.13E-03
4633,6.08E-03
4634,8.78E-02
4635,8.75E-03
4636,1.11E-03
4637,3.53E-03
4638,1.30E-02
4639,3.96E-03
4640,3.20E-03
4641,3.62E-02
4642,7.78E-02
4643,4.46E-02
4644,1.63E-02
4645,3.07E-03
4646,1.15E-03
4647,4.86E-03
4648,1.31E-03
4649,7.21E-03
4650,2.84E-03
4651,1.42E-01
4652,5.20E-02
4653,8.39E-02
4654,6.11E-02
4655,4.37E-03
4656,4.92E-02
4657,7.69E-03
4658,4.63E-01
4659,1.41E-03
4660,1.38E-02
4661,1.74E-03
4662,1.83E-01
4663,6.78E-03
4664,1.89E-01
4665,2.59E-01
4666,1.72E-02
4667,3.17E-03
4668,3.37E-02
4669,2.01E-01
4670,3.07E-02
4671,7.10E-03
4672,1.56E-02
4673,3.89E-01
4674,1.52E-02
4675,1.07E-02
4676,3.06E-01
4677,6.99E-03
4678,2.60E-03
4679,3.88E-02
4680,6.21E-03
4681,5.39E-02
4682,1.19E-02
4683,4.38E-03
4684,1.07E-02
4685,3.74E-03
4686,2.19E-02
4687,2.72E-03
4688,9.39E-04
4689,4.96E-03
4690,3.13E-03
4691,2.23E-03
4692,5.83E-02
4693,2.39E-03
4694,2.78E-02
4695,8.20E-03
4696,1.02E-02
4697,3.99E-02
4698,3.89E-03
4699,8.53E-03
4700,6.21E-01
4701,1.89E-02
4702,5.04E-02
4703,4.18E-01
4704,4.89E-02
4705,8.40E-03
4706,1.05E-02
4707,1.32E-02
4708,3.40E-01
4709,3.30E-03
4710,4.02E-03
4711,6.57E-03
4712,1.66E-02
4713,1.04E-02
4714,3.48E-03
4715,8.45E-03
4716,1.55E-01
4717,3.78E-02
4718,8.40E-04
4719,2.65E-02
4720,6.99E-02
4721,3.94E-02
4722,3.25E-03
4723,2.03E-02
4724,2.35E-03
4725,4.60E-03
4726,1.15E-02
4727,9.51E-03
4728,1.82E-01
4729,1.81E-03
4730,1.64E-03
4731,2.86E-03
4732,3.30E-03
4733,9.92E-01
4734,1.54E-02
4735,1.55E-02
4736,6.31E-03
4737,2.67E-02
4738,1.64E-02
4739,3.77E-03
4740,1.47E-03
4741,2.60E-02
4742,2.14E-03
4743,5.23E-02
4744,1.48E-03
4745,1.36E-02
4746,1.22E-02
4747,2.24E-03
4748,6.38E-04
4749,2.06E-03
4750,2.62E-01
4751,3.46E-03
4752,1.11E-03
4753,1.11E-03
4754,2.61E-02
4755,1.99E-02
4756,8.11E-02
4757,1.23E-02
4758,9.17E-04
4759,2.97E-02
4760,9.70E-04
4761,8.08E-03
4762,2.37E-02
4763,9.95E-01
4764,2.29E-03
4765,9.80E-03
4766,7.69E-03
4767,5.04E-03
4768,3.22E-03
4769,1.29E-03
4770,1.01E-02
4771,2.03E-02
4772,3.08E-01
4773,1.05E-03
4774,9.98E-01
4775,1.38E-03
4776,2.07E-02
4777,9.19E-04
4778,2.46E-03
4779,6.89E-03
4780,1.72E-03
4781,9.66E-01
4782,5.95E-03
4783,1.26E-02
4784,1.77E-03
4785,5.14E-02
4786,3.61E-03
4787,9.91E-01
4788,7.18E-03
4789,3.47E-02
4790,6.78E-03
4791,6.93E-03
4792,2.55E-01
4793,8.98E-01
4794,8.99E-04
4795,1.53E-03
4796,9.99E-01
4797,3.63E-02
4798,3.86E-01
4799,9.98E-01
4800,1.17E-01
4801,5.32E-01
4802,3.41E-02
4803,9.76E-01
4804,2.71E-01
4805,6.98E-02
4806,9.97E-01
4807,3.98E-03
4808,4.38E-02
4809,9.90E-01
4810,1.42E-02
4811,9.79E-04
4812,1.54E-01
4813,1.92E-02
4814,9.91E-01
4815,1.67E-01
4816,9.98E-01
4817,9.99E-01
4818,3.55E-01
4819,4.01E-02
4820,4.84E-03
4821,9.51E-01
4822,3.05E-01
4823,2.59E-03
4824,5.11E-01
4825,9.79E-01
4826,9.97E-01
4827,9.98E-01
4828,8.78E-01
4829,2.13E-02
4830,1.00E+00
4831,1.55E-02
4832,9.82E-02
4833,1.83E-03
4834,3.21E-02
4835,6.38E-03
4836,1.25E-01
4837,8.55E-01
4838,1.02E-01
4839,1.27E-02
4840,8.65E-03
4841,2.93E-01
4842,9.93E-01
4843,9.99E-01
4844,8.99E-01
4845,3.70E-01
4846,3.93E-01
4847,7.50E-01
4848,1.08E-01
4849,9.87E-01
4850,2.86E-01
4851,2.03E-02
4852,9.79E-01
4853,9.95E-01
4854,7.29E-02
4855,6.95E-02
4856,9.99E-01
4857,6.85E-03
4858,3.16E-02
4859,7.07E-01
4860,5.47E-03
4861,6.86E-01
4862,9.98E-01
4863,9.99E-01
4864,2.51E-02
4865,3.91E-01
4866,1.16E-02
4867,9.99E-01
4868,2.14E-01
4869,4.87E-02
4870,9.47E-01
4871,9.91E-01
4872,9.95E-01
4873,8.51E-02
4874,9.90E-01
4875,7.29E-01
4876,9.99E-01
4877,6.57E-03
4878,9.47E-01
4879,1.60E-02
4880,9.10E-01
4881,9.97E-01
4882,7.93E-01
4883,2.76E-02
4884,7.75E-01
4885,6.83E-01
4886,9.98E-01
4887,4.80E-01
4888,9.78E-01
4889,9.72E-01
4890,9.88E-01
4891,6.41E-01
4892,2.10E-01
4893,4.88E-01
4894,9.85E-01
4895,9.84E-01
4896,9.19E-01
4897,9.16E-01
4898,4.19E-01
4899,9.97E-01
4900,8.05E-02
4901,9.95E-01
4902,7.63E-04
4903,7.14E-01
4904,9.94E-01
4905,1.40E-03
4906,7.71E-02
4907,9.99E-01
4908,8.94E-02
4909,3.84E-02
4910,9.98E-01
4911,2.84E-02
4912,9.04E-01
4913,2.82E-02
4914,9.98E-01
4915,9.99E-01
4916,9.59E-01
4917,2.33E-02
4918,6.89E-01
4919,9.97E-01
4920,7.37E-01
4921,9.08E-01
4922,9.97E-01
4923,1.32E-01
4924,2.41E-02
4925,9.94E-01
4926,1.56E-01
4927,9.99E-01
4928,5.74E-01
4929,2.47E-02
4930,6.05E-01
4931,9.98E-01
4932,6.21E-03
4933,9.73E-01
4934,7.73E-01
4935,9.84E-01
4936,9.89E-01
4937,5.87E-01
4938,2.37E-02
4939,5.78E-03
4940,1.13E-02
4941,9.42E-01
4942,9.88E-01
4943,1.36E-01
4944,9.89E-01
4945,4.59E-01
4946,9.90E-01
4947,3.09E-02
4948,7.26E-02
4949,6.82E-01
4950,8.65E-01
4951,7.83E-01
4952,1.37E-03
4953,9.89E-01
4954,9.46E-01
4955,2.86E-01
4956,2.55E-01
4957,9.78E-01
4958,9.97E-01
4959,9.95E-01
4960,8.45E-01
4961,9.89E-01
4962,4.47E-01
4963,9.89E-01
4964,9.79E-01
4965,9.92E-01
4966,4.13E-01
4967,2.35E-01
4968,9.47E-01
4969,9.18E-01
4970,7.40E-01
4971,9.99E-01
4972,9.98E-01
4973,9.12E-01
4974,5.87E-03
4975,9.90E-01
4976,9.86E-01
4977,9.86E-01
4978,9.96E-01
4979,5.28E-01
4980,3.50E-02
4981,6.35E-01
4982,4.25E-02
4983,1.05E-01
4984,3.30E-01
4985,1.70E-01
4986,9.98E-01
4987,9.99E-01
4988,5.18E-01
4989,9.98E-01
4990,9.36E-01
4991,9.83E-01
4992,3.16E-01
4993,5.96E-01
4994,2.86E-01
4995,9.97E-01
4996,5.68E-03
4997,6.09E-02
4998,5.90E-02
4999,9.99E-01
5000,4.80E-03
5001,3.44E-01
5002,9.98E-01
5003,9.98E-01
5004,8.52E-01
5005,1.63E-01
5006,2.37E-02
5007,9.71E-01
5008,8.51E-01
5009,9.97E-01
5010,9.98E-01
5011,9.97E-01
5012,9.99E-01
5013,3.82E-01
5014,9.98E-01
5015,9.41E-01
5016,9.77E-01
5017,7.36E-01
5018,9.97E-01
5019,9.27E-01
5020,9.97E-01
5021,9.90E-01
5022,9.39E-01
5023,9.99E-01
5024,9.66E-01
5025,9.99E-01
5026,1.37E-01
5027,8.71E-01
5028,1.17E-01
5029,9.95E-01
5030,9.85E-01
5031,9.98E-01
5032,5.87E-01
5033,1.78E-01
5034,9.99E-01
5035,8.76E-01
5036,9.99E-01
5037,9.29E-01
5038,8.16E-02
5039,2.09E-01
5040,9.98E-01
5041,9.99E-01
5042,1.18E-02
5043,9.89E-01
5044,9.98E-01
5045,5.31E-01
5046,9.99E-01
5047,9.64E-01
5048,9.97E-01
5049,7.88E-01
5050,9.99E-01
5051,9.87E-01
5052,9.74E-01
5053,9.83E-01
5054,9.90E-01
5055,9.42E-01
5056,9.98E-01
5057,9.67E-01
5058,9.99E-01
5059,1.08E-01
5060,4.43E-01
5061,1.78E-01
5062,9.90E-01
5063,4.76E-01
5064,8.89E-03
5065,9.93E-01
5066,9.99E-01
5067,9.94E-01
5068,9.95E-01
5069,9.86E-01
5070,9.97E-01
5071,9.98E-01
5072,9.44E-01
5073,9.97E-01
5074,9.82E-01
5075,9.84E-01
5076,9.96E-01
5077,9.92E-01
5078,9.99E-01
5079,9.89E-01
5080,7.45E-01
5081,1.98E-01
5082,9.99E-01
5083,2.54E-01
5084,9.99E-01
5085,9.89E-01
5086,7.23E-01
5087,9.83E-01
5088,9.75E-01
5089,1.67E-01
5090,8.61E-01
5091,9.90E-01
5092,9.99E-01
5093,2.99E-01
5094,9.96E-01
5095,9.99E-01
5096,2.28E-01
5097,9.97E-01
5098,3.66E-01
5099,8.76E-01
5100,9.70E-01
5101,9.86E-01
5102,2.91E-02
5103,1.39E-01
5104,8.73E-01
5105,9.96E-01
5106,8.89E-01
5107,8.48E-01
5108,1.75E-03
5109,6.69E-01
5110,2.14E-01
5111,9.95E-01
5112,9.78E-01
5113,9.90E-01
5114,2.85E-01
5115,9.78E-01
5116,9.97E-01
5117,9.11E-01
5118,1.58E-02
5119,9.36E-01
5120,9.94E-01
5121,9.96E-01
5122,3.55E-01
5123,9.16E-01
5124,2.15E-02
5125,9.97E-01
5126,6.24E-02
5127,9.83E-01
5128,9.92E-01
5129,8.89E-01
5130,9.76E-01
5131,3.69E-02
5132,9.97E-01
5133,8.06E-01
5134,9.62E-01
5135,1.00E-02
5136,9.98E-01
5137,7.48E-01
5138,7.71E-01
5139,9.51E-01
5140,9.97E-01
5141,9.93E-01
5142,9.87E-01
5143,8.07E-01
5144,1.92E-01
5145,9.96E-01
5146,9.16E-01
5147,8.31E-01
5148,3.44E-03
5149,9.86E-01
5150,2.02E-03
5151,4.57E-03
5152,9.94E-01
5153,9.99E-01
5154,4.31E-02
5155,1.00E+00
5156,1.34E-03
5157,1.12E-01
5158,9.97E-01
5159,7.15E-02
5160,9.98E-01
5161,9.24E-01
5162,9.94E-01
5163,5.79E-03
5164,9.96E-01
5165,9.04E-03
5166,9.97E-01
5167,9.54E-01
5168,9.40E-03
5169,1.16E-03
5170,1.57E-02
5171,4.91E-01
5172,9.89E-01
5173,9.88E-01
5174,9.89E-01
5175,9.89E-01
5176,5.44E-02
5177,9.72E-01
5178,9.86E-01
5179,2.34E-01
5180,5.54E-01
5181,9.96E-01
5182,1.81E-03
5183,7.22E-03
5184,1.27E-03
5185,4.83E-04
5186,9.77E-01
5187,2.70E-01
5188,9.99E-01
5189,4.40E-03
5190,9.99E-01
5191,9.99E-01
5192,9.56E-01
5193,4.09E-03
5194,3.52E-01
5195,4.63E-01
5196,9.95E-01
5197,9.53E-01
5198,2.89E-01
5199,9.83E-01
5200,9.98E-01
5201,5.34E-02
5202,1.85E-03
5203,9.79E-01
5204,9.80E-01
5205,6.83E-02
5206,1.26E-02
5207,1.86E-01
5208,5.82E-03
5209,1.45E-02
5210,9.53E-04
5211,7.19E-04
5212,9.93E-01
5213,4.76E-01
5214,3.21E-01
5215,4.04E-03
5216,1.65E-02
5217,1.42E-02
5218,1.83E-03
5219,6.89E-02
5220,9.96E-01
5221,1.21E-02
5222,6.96E-03
5223,5.63E-01
5224,1.52E-03
5225,8.88E-01
5226,4.25E-03
5227,2.24E-02
5228,1.85E-03
5229,9.97E-01
5230,2.46E-02
5231,1.47E-02
5232,1.33E-02
5233,1.22E-02
5234,1.29E-02
5235,3.19E-01
5236,9.89E-04
5237,7.07E-03
5238,1.74E-03
5239,1.89E-01
5240,1.87E-03
5241,4.73E-02
5242,9.21E-01
5243,2.76E-01
5244,2.48E-02
5245,5.09E-02
5246,1.10E-01
5247,3.04E-02
5248,3.43E-02
5249,2.50E-03
5250,3.67E-03
5251,3.61E-03
5252,1.99E-02
5253,1.47E-02
5254,1.85E-03
5255,8.77E-03
5256,3.12E-02
5257,1.43E-02
5258,1.84E-03
5259,3.29E-03
5260,5.19E-03
5261,9.09E-03
5262,2.00E-03
5263,4.85E-01
5264,1.11E-01
5265,2.51E-02
5266,1.49E-03
5267,5.46E-03
5268,1.57E-03
5269,5.17E-03
5270,6.42E-03
5271,1.97E-02
5272,3.43E-02
5273,4.47E-03
5274,1.14E-03
5275,1.38E-02
5276,1.32E-02
5277,2.07E-03
5278,1.59E-03
5279,3.30E-03
5280,1.34E-02
5281,3.62E-02
5282,8.46E-03
5283,2.44E-03
5284,3.01E-02
5285,9.18E-03
5286,7.97E-03
5287,4.63E-02
5288,5.99E-03
5289,6.07E-03
5290,1.16E-03
5291,5.10E-02
5292,1.50E-03
5293,1.45E-03
5294,1.21E-03
5295,2.77E-03
5296,2.02E-02
5297,3.76E-03
5298,1.58E-01
5299,1.23E-02
5300,3.83E-02
5301,6.47E-03
5302,8.34E-03
5303,1.13E-02
5304,2.02E-02
5305,1.10E-02
5306,2.54E-03
5307,2.17E-03
5308,6.23E-03
5309,8.38E-04
5310,7.76E-03
5311,2.48E-02
5312,2.22E-03
5313,2.32E-03
5314,2.84E-02
5315,1.24E-02
5316,4.38E-01
5317,7.66E-03
5318,8.58E-03
5319,1.63E-02
5320,2.88E-03
5321,3.79E-01
5322,7.98E-02
5323,1.54E-02
5324,3.79E-02
5325,3.18E-02
5326,2.19E-02
5327,4.60E-02
5328,8.94E-02
5329,3.31E-02
5330,2.88E-03
5331,6.19E-03
5332,3.16E-02
5333,1.12E-02
5334,1.32E-01
5335,2.39E-02
5336,5.16E-02
5337,1.06E-03
5338,5.67E-03
5339,3.24E-02
5340,2.06E-03
5341,9.02E-03
5342,5.30E-03
5343,9.01E-03
5344,1.72E-03
5345,3.32E-03
5346,6.65E-03
5347,5.91E-03
5348,4.20E-03
5349,1.79E-02
5350,5.41E-03
5351,1.36E-02
5352,7.89E-03
5353,1.91E-02
5354,4.14E-02
5355,1.54E-01
5356,2.52E-02
5357,1.66E-03
5358,1.49E-03
5359,4.28E-01
5360,2.61E-02
5361,5.65E-03
5362,6.61E-03
5363,4.30E-03
5364,2.61E-01
5365,7.21E-01
5366,1.61E-02
5367,4.15E-03
5368,5.16E-02
5369,3.70E-01
5370,2.84E-03
5371,5.16E-02
5372,4.54E-03
5373,4.46E-02
5374,1.74E-01
5375,7.92E-03
5376,9.36E-04
5377,3.74E-03
5378,1.22E-03
5379,2.87E-01
5380,3.82E-01
5381,8.42E-03
5382,7.81E-02
5383,3.03E-04
5384,3.46E-03
5385,2.53E-03
5386,2.70E-02
5387,2.69E-03
5388,1.98E-02
5389,1.77E-03
5390,3.14E-01
5391,2.12E-01
5392,8.67E-04
5393,1.22E-02
5394,9.53E-01
5395,2.30E-03
5396,2.43E-03
5397,7.98E-03
5398,2.29E-02
5399,1.72E-02
5400,2.11E-01
5401,9.54E-03
5402,1.46E-02
5403,4.06E-03
5404,2.27E-02
5405,1.31E-02
5406,5.04E-03
5407,4.18E-03
5408,1.02E-02
5409,7.37E-02
5410,3.25E-02
5411,2.30E-03
5412,5.16E-03
5413,3.31E-03
5414,1.46E-03
5415,4.07E-03
5416,3.51E-03
5417,6.12E-02
5418,1.09E-03
5419,2.07E-03
5420,1.30E-02
5421,3.58E-03
5422,1.32E-02
5423,9.90E-02
5424,6.37E-03
5425,1.81E-03
5426,6.30E-03
5427,1.03E-03
5428,1.53E-03
5429,1.55E-03
5430,9.35E-03
5431,1.73E-03
5432,4.99E-02
5433,1.20E-01
5434,1.26E-03
5435,8.62E-03
5436,7.12E-03
5437,1.23E-03
5438,3.61E-03
5439,1.94E-02
5440,9.29E-03
5441,1.67E-03
5442,6.29E-02
5443,6.97E-03
5444,5.98E-03
5445,1.59E-02
5446,2.06E-02
5447,3.59E-03
5448,6.05E-03
5449,6.86E-01
5450,6.56E-02
5451,1.04E-02
5452,2.46E-03
5453,6.40E-04
5454,1.01E-03
5455,1.73E-02
5456,1.95E-01
5457,5.50E-03
5458,8.41E-04
5459,1.22E-02
5460,2.29E-02
5461,5.28E-03
5462,3.67E-03
5463,8.52E-03
5464,9.76E-02
5465,7.55E-02
5466,4.56E-03
5467,1.50E-02
5468,3.33E-03
5469,2.29E-02
5470,9.72E-03
5471,8.08E-03
5472,1.01E-01
5473,1.66E-03
5474,7.04E-03
5475,5.46E-03
5476,8.73E-02
5477,1.32E-02
5478,1.56E-02
5479,3.36E-03
5480,9.95E-03
5481,9.01E-01
5482,1.10E-02
5483,2.38E-02
5484,1.47E-03
5485,2.67E-03
5486,6.51E-03
5487,1.58E-02
5488,1.34E-03
5489,4.67E-03
5490,2.18E-01
5491,8.59E-02
5492,2.07E-03
5493,9.29E-03
5494,1.77E-02
5495,1.91E-02
5496,4.63E-03
5497,5.16E-03
5498,3.46E-03
5499,8.96E-01
5500,2.80E-03
5501,9.64E-03
5502,3.47E-03
5503,6.84E-02
5504,1.14E-02
5505,5.98E-03
5506,3.26E-01
5507,9.99E-01
5508,1.86E-02
5509,3.60E-01
5510,5.18E-01
5511,2.38E-03
5512,9.91E-01
5513,1.62E-02
5514,8.06E-01
5515,2.31E-02
5516,6.16E-02
5517,7.59E-03
5518,1.55E-03
5519,1.62E-02
5520,7.23E-02
5521,5.44E-02
5522,4.35E-03
5523,2.53E-02
5524,7.70E-03
5525,8.43E-04
5526,4.51E-02
5527,9.14E-03
